,in 2nd screen,IQR,4EBP1.pS65,AIB.1,AKT.pT308,AMPK,AMPKpT1729,Annexin,Baf.B,Bcl.2,Bid,BIM,CASP3.A,Catenine.B,Caveolin1,CDC2,Chk1,Chk1pS345,Chk2.pT68,cJun.pS73,CollagenVI,CyclinD1,DJ.1,EGFR,EGFRpY1173,eIF4E,ER.a.pS118,ERCC1,ERK2,ER.L,FAK,FN1,FOX03a,FOX03apS318,GSK3.Beta,GSK.pS21,HER2.L,Hif.L,IGFBP2,IGFR1b,IGFR1bpY1135,IRS.1,Jnk2,JNK.pT183,Kit.c,Ku80,Mre11.31HC,Myc,NFkBpS563,Notch3,p21,P27,P38.pT180,P53,PARP,PCNA,PDK1.pS214,Pea15.pS116,Pea15,PI3KP110,PI3KP85,PKC.alpha,PKC.pS657,PR,Rad50,Rad51,Raf.C.pS388,Raf.C,Rb.4H1,Rb.pS807,S6.pS235,Shc.pY317,Smad3,Snail,Stat3,Stat3pT727,Stathmin,Tau,TGM2,TSC2pT1462,TuberinTSC2,Vasp,VEGFR2,XBP.1.L,XRCC1,YAP.pS127,YAP,YB1.pS102,Y.Box.BP1,AMPKpS345.5,AMPKpS345.6,LKB1,4EBP1,4EBP1.L,53BP1.L,AR.L,ACC1,ACC1.LB,ACC1.LC,ACC1.pS79,ACC1pS79.LB,ACC1pS79.LC,AKT.pS473,AKTpS473.LB,AKTpS473.LC,AKT,AKT.LB,AKT.LC,AR.L,AR.L,Bak,Bak.L,BAX,BAX.L,Bcl.X,Bcl.xL,CASP7Asp198,CASP7Asp198.L,Chk2.1C12,Chk2.1C12.L,CLDN7.L,CLDN7.L,Cox.2,Cox.2.L,CCNB1,CCNB1.LB,CCNB1.LC,CCNE1,CCNE1.L,GAPDH,GAPDH,GAPDH.L,K.RAS,K.RAS.L,K.RAS.L,MAPK.pT202,MAPKpT202.LB,MAPKpT202.LC,MEK1pS2172.LC,MEK1.pS217,MEK1pS217.LB,MEK1,MEK1.LB,MEK1.LC,MSH2,MSH2.L,P38.MAPK,P38.MAPK.L,P70S6KpT389,P70SKpT389,P90RSKpT3593,p90RSKpT359,Paxillin,Paxillin.L,Pras40.pT246,Pras40pT246.L,PTEN,PTEN.LC,Rab25,Rab25.L,Rab25.L,S6.pS240,S6.pS240.LB,S6.pS240.LC,Src.pY416,Src.pY416.L,Src.pY527,Src.pY527.L,Stat3.pS705,Stat3.pS705.L,Stat5,Stat5.L,Stat5.L,Taz.pS79,Taz.pS79.L,Taz.pS79.L
hsa-miR-520d-5p,0,0.763341574,0.88696084,2.731621156,0.092036181,0.790731371,0.694897317,11.10406534,1.680342695,0.118152266,0.318650979,0.187161223,0.078539453,3.303287349,35.27899149,0.990252921,0.665153484,0.427902222,0.29244689,1.520267599,1.671006243,4.103019814,0.753653684,0.332021672,0.916370831,1.431876969,0.424735293,0.446454016,9.308252113,0.048671082,8.401208485,4.678751531,0.591570268,5.43110825,7.74680559,1.02158347,4.31191776,0.343442539,0.049134052,1.144857765,1.383017998,3.871401068,2.358451405,1.077045351,0.063898997,3.702549791,0.662708667,1.796492826,1.597870132,0.560740023,1.275190359,1.682989396,0.628339262,1.746784749,0.019719549,0.257950478,0.644270071,0.830832973,1.431963684,1.418163536,4.526672334,1.227053229,0.826344766,0.055414182,0.741943325,0.490485964,1.734742996,2.731609226,0.793051692,4.351381439,0.613160903,0.168104575,0.669756082,0.22318802,3.774149504,0.731211102,0.325391836,2.05349871,14.47927262,0.80174058,4.196979344,0.971960866,13.31025213,0.171793681,0.485932289,4.595461756,11.07494045,0.917860873,2.453948303,0.181566041,0.343118967,7.675623998,1.074340008,1.007698047,0.968791322,1.197563543,1.000294957,0.947443923,0.954346156,0.964614537,0.936925075,1.104608423,0.956280702,0.870214853,1.040845141,1.280486381,1.146379255,1.063499781,1.380897073,1.197563543,0.982401583,1.126361927,1.028096036,1.083889118,1.539442349,1.730400597,0.927201827,2.352133216,0.990430305,1.203704096,1.706533288,1.083651033,1.470061355,1.665021959,0.701085847,0.565214833,0.536060313,1.088848864,1.219971174,8.373421816,2.385685804,8.373421816,1.135245516,1.195004299,1.135245516,0.904897716,0.586418909,0.794649013,0.9552791,0.973988283,0.900518575,1.011479714,1.17637705,1.112977638,0.858183108,0.764832326,0.950204788,0.93601958,0.797634317,0.845387831,0.998214332,1.068103878,1.141775147,1.182160045,1.089083145,1.103248852,1.296744948,1.572190477,1.002594851,0.943518839,0.879920413,0.528082323,0.608045007,0.824800466,1.011166745,1.03311686,0.968070283,0.876527053,1.025384657,0.988334466,1.717175961,1.24017836,1.651178921,1.055161479,1.045341567,1.055161479
hsa-miR-1270,0,0.758587952,1.433333784,3.092605655,0.140915344,0.827581165,0.824935568,11.34316237,1.431518362,0.381175484,0.311319878,0.155587715,0.068292428,3.121673591,30.0188983,1.015778478,0.584569051,0.329362453,0.237083641,1.905981219,1.688485984,2.609823473,0.511097517,0.621728913,0.985966825,1,0.421853323,0.501501828,11.69802284,0.04215571,5.009310829,3.929452891,0.500573943,5.20269252,6.584431646,1.908797699,3.706409626,0.291713526,0.027764474,1.532472386,1.775490289,2.569054929,2.227602944,0.856062139,0.047093917,4.125346213,0.549801634,1.491704092,1.195780568,0.516211641,0.888003263,1.577565817,0.773657461,1.731737647,0.024216394,0.284331737,0.694425109,0.531524463,1.733520395,0.724391515,2.513618727,0.91058819,0.69669274,0.053110405,0.623172901,0.643534187,1.941325893,2.778277449,0.817767026,5.42466812,1.259352086,0.110687222,0.575815932,0.23436247,3.236994093,0.806109319,0.420282215,0.699965265,4.803586005,0.810863512,2.231942636,0.764828391,22.91237531,0.136958678,0.400599924,1.951003715,9.808358276,1.055871876,2.713226793,0.171595972,0.447725225,5.853206706,0.92031576,0.889627236,0.70747847,0.771326999,1.393207571,1.426926437,1.314332431,0.869013764,0.81412549,0.797322641,7.109599493,5.424486977,2.885268811,0.819481197,0.759152085,0.703474582,0.808745922,0.771326999,1.210420495,0.91355781,1.030406276,1.016855581,1.300712387,1.500708273,0.931826762,1.309670022,0.790885632,1.092552249,1.199296933,0.864345357,1.197321341,0.866148941,1.104719844,0.963186023,0.931993925,0.848575755,0.839990237,3.243055712,1.912133127,3.243055712,0.878285327,1.183155895,0.878285327,1.30975604,1.091470814,1.007974004,0.96613447,1.140642828,0.995966142,1.586844228,1.160824069,0.990235808,1.001483597,0.777120038,0.954882156,1.033460603,1.57888484,1.379432924,0.888292906,0.779789135,0.6875959,0.717581487,1.361712563,1.549733078,0.886242988,0.925724835,0.786296481,0.815683311,0.719377741,1.474286397,1.750988562,1.502746819,0.817138259,0.797196305,1.031093573,1.194963447,0.791806903,0.78454463,1.102671859,1.006170061,1.113736792,0.861213321,1.098889887,0.861213321
hsa-miR-193a-3p,1,0.726496298,0.76945635,1.519769406,0.043552842,0.747785017,0.963906179,12.39084345,2.708291829,0.119197155,0.293353384,0.197945026,0.056106928,2.57887606,22.5385096,0.608039373,0.50488959,0.42601585,0.274392251,1.530342124,1.667195726,0.832493871,0.74747908,0.715346368,1.225211013,1.345310874,0.421675524,0.451243818,12.01724657,0.05329196,3.462342894,4.080265424,0.646032998,5.138165146,5.950942032,0.969213877,2.139006914,0.282180215,0.032781369,1.060626854,1.568784941,3.20703794,2.384232428,0.977755983,0.068555799,3.443454564,0.674850229,1.702604687,1.540730345,0.514971143,1.047847451,1.898984276,0.632989615,1.327160305,0.020098698,0.219286623,0.444523726,0.633291332,1.3173561,0.86840341,2.032183053,1.054830348,0.598678392,0.043459882,0.818555893,0.375636153,0.923753314,2.335780324,0.552424168,2.244353574,0.449785849,0.131678322,0.584631236,0.219695382,3.093373199,0.92895696,0.298974931,1.267169728,10.57657143,0.669773759,2.792791358,1.014128504,13.57910126,0.137546262,0.281185279,1.478939762,12.53733991,0.802127671,2.50394998,0.119683227,0.328194235,6.632105788,1.038065196,1.02639173,1.084604669,1.054592367,1.287462414,1.457616171,1.327045532,1.565806014,1.543820008,1.483234467,1.167996435,1.370595998,1.205798358,1.028030084,0.939889468,1.001756891,1.00692937,1.054592367,0.989059165,1.027058369,0.932352043,1.069648583,1.07745537,1.12162939,1.214790053,1.468792357,0.759568627,1.425464362,1.125859952,1.176596221,1.004455395,1.125964257,0.230071686,0.233051641,0.282368862,1.46635005,1.292839239,1.389662091,1.665132451,1.389662091,1.155891098,1.125413301,1.155891098,0.590140122,0.569371209,0.679390264,0.570954534,0.558004529,0.488498378,1.014472854,1.015394421,1.026873132,0.583639407,0.643010768,1.112858491,1.008247314,1.039082451,0.867915019,0.865081762,0.572019897,1.029884616,1.170464964,0.951848568,1.063432036,1.026499803,1.111591269,1.092168124,1.013828053,0.964446403,0.53042623,0.546123163,0.732898194,1.045089574,1.030983966,1.044185931,1.070953417,1.057901637,1.463899807,1.107686507,1.060163252,1.089673863,1.042031302,1.028160309,1.042031302
hsa-miR-193b*,1,0.720234893,1.098688045,2.106339293,0.054086906,1,1.100212101,8.438099792,2.16059992,0.15689802,0.278421781,0.191638998,0.047757665,1.851457952,29.36454451,0.89736752,0.632305735,0.405199478,0.308516327,1.130941671,1.566353759,2.095282921,0.691340061,0.486783154,1.003017913,1.443092935,0.35682284,0.457338568,15.41462544,0.041605532,5.930721507,2.907800145,0.669842198,6.047701035,5.699835166,1.090393263,3.021940755,0.32585211,0.067216309,0.857873944,1.676834558,1.985908951,2.13849277,0.477752241,0.148344773,2.910418223,0.64758794,1.488475414,1.159066773,0.485468676,1.174736624,0.885280742,0.601105705,0.909304947,0.028058497,0.2453202,0.773546543,0.710963583,1.150819874,0.651801707,3.875176048,0.802273498,0.683390607,0.064226316,0.937777406,0.407868394,1.435427683,2.122905481,0.606386387,4.715450319,0.941050904,0.148142056,0.576745473,0.203280938,2.009020888,0.814940794,0.422242229,1.931207506,3.675426167,0.6500004,2.372423617,1.198891276,15.93866033,0.093402994,0.376924859,2.426041116,18.61279453,0.781703172,2.222625677,0.15317633,0.421602485,4.915390059,0.711178662,0.706224664,1.171867661,0.711814158,0.739678497,0.894609427,0.827294362,0.936390032,0.839319428,0.784075956,1.431692502,0.956341157,0.876422322,1.379378635,1.72469563,1.478007004,0.90198209,0.711814158,1.013193233,1.002508608,1.104021283,1.017128441,0.913410184,0.707655173,1.86034659,0.721326607,0.826371356,0.756424888,1.090812618,1.188411292,1.255938103,1.025232471,0.572882457,0.619010763,0.710758045,1.237761139,1.016463695,1.294644977,1.174227997,1.294644977,0.919285056,0.797949067,0.919285056,1.161209762,1.431212209,1.436378061,1.170902174,1.038770096,1.152509293,1.274741894,1.423786659,1.464591089,0.718229313,0.861868582,1.27791746,1.126914779,1.740430668,2.21132609,0.846461982,0.945523765,1.284090472,1.109636552,1.56531931,0.819241307,1.641217599,1.253407725,1.009572681,0.980274302,1.023729218,1.257389171,1.434787677,1.631236793,0.947875078,0.938364297,1.305103751,1.063494974,0.904934223,1.009931751,0.990976946,0.96166403,0.95344096,0.981319667,1.086856123,0.981319667
hsa-miR-148b,1,0.717833153,1.505120713,2.480632152,0.065995886,0.598041735,0.609761075,11.87596783,1.702418772,0.104440575,0.300813055,0.118206571,0.056723098,1.878825229,14.48898261,1.115646528,0.671147247,0.410980686,0.224371918,2.255837068,1.24669454,3.957973296,0.542282657,0.594452537,0.919591516,1.007241732,0.308490667,0.485556437,8.649543193,0.040804572,4.355276382,3.662536431,0.599407935,3.91480265,5.085204814,1.040076773,2.265866671,0.212945578,0.02870924,1.203992714,1.149264038,2.536140819,1.264967851,0.84785157,0.045590276,3.132346841,0.566243508,2.48094963,1.004860978,0.410213408,2.459360197,0.629699354,0.499248928,1.051497789,0.022508763,0.185697392,0.829679701,0.511266361,0.922859652,0.702329386,3.13809152,0.894721856,0.774235346,0.045217915,0.593269076,0.489834376,1.904884495,2.554360613,1.004483614,9.270713015,2.441056281,0.076460627,0.474279839,0.238129119,2.021149458,0.937395204,0.269074965,0.639065095,9.95030149,0.57555236,2.677608481,0.748099899,12.17058764,0.091209457,0.365827215,2.720249129,17.60077223,1.110306036,2.381871823,0.161929457,0.422192437,5.245138002,1.534341878,0.849925298,0.718886044,1.053455369,0.852669986,0.899872283,0.978699476,0.642045476,0.641320281,0.722719521,1.018007922,0.976333691,0.952987174,0.772028142,0.890551844,0.854733657,0.826614201,1.053455369,0.75317712,0.906077232,0.973038429,0.759120863,0.787371948,0.810038667,0.544022155,0.983697581,0.764446625,0.754948391,0.76964026,0.715944223,0.726509818,0.815429044,1.896475715,2.271638108,2.188025806,0.767782664,0.763196617,0.818879594,0.70040306,0.818879594,0.744733365,1.225686689,0.744733365,0.813618949,1.054767506,0.968080789,1.44391882,1.358947159,1.485868327,0.901959811,1.042922395,0.946872659,1.317214846,1.20641746,1.344254498,1.056707182,1.749946777,1.677519688,0.841319002,1.003170131,0.970023967,0.930597738,0.917293675,0.902792193,0.73502237,0.738496415,1.493000554,0.777527081,1.376410916,3.213152433,3.215787068,2.876587389,1.060626327,0.933121949,0.980668535,0.894029586,1.435982932,1.386316196,0.750099985,0.750024062,0.746204694,0.83605692,0.844024187,0.83605692
hsa-miR-449a,0,0.715508535,0.956967608,3.041220334,0.147880747,0.96580304,1.579716396,13.91015059,2.084414688,0.077088784,0.322952831,0.130783765,0.067110799,2.208856833,10.29802737,0.807256424,0.533868397,0.345405411,0.226063672,2.490722427,1.372869783,2.783709853,0.628270169,0.637789907,0.996455172,1.260722453,0.356050311,0.693121469,11.06914102,0.031006925,4.670083305,4.975780918,0.597942643,6.444363905,4.801752005,1.685545598,2.337046997,0.319363439,0.032358489,1,1.171167032,4.054833087,1.49261935,0.821607749,0.098408726,2.753759479,0.628243133,1.471329224,1.926765944,0.702550969,0.575471287,0.995998504,0.771260749,1.117760655,0.019352412,0.186453731,1.077878025,0.651003698,1.000677894,0.939442,4.318923934,1.124130511,0.907346613,0.048531897,0.656775865,0.403302277,1.902204634,2.249259216,0.441881724,5.381655814,1.154629038,0.118398294,0.548889842,0.155415804,5.736218108,0.9564594,0.27255364,1.350271158,17.26275997,2.410227647,5.545433827,1.239683188,26.56236958,0.057096027,0.496191685,4.325610998,20.0376643,0.926975058,3.219424007,0.099495254,0.275048248,5.500932209,0.769387027,0.836355511,1.356718746,0.805757596,0.993273154,1.233543975,1.254887089,1.359912506,1.530424153,1.457050954,7.502057401,4.344966388,3.595057946,1.434782881,2.007087355,1.795309074,0.888179452,0.805757596,0.824483337,0.889722095,0.842592159,1.105261798,1.656349899,1.657285842,1.116872636,1.376758844,0.758915105,0.731645768,0.905628117,1.035874793,1.251095494,1.154589869,0.235097967,0.253453231,0.314991652,1.364180249,1.253374852,0.75408878,0.544942566,0.75408878,1.290474094,1.130930367,1.290474094,1.180014897,1.517821111,1.673856144,1.175438066,0.963570984,1.221358677,0.571243547,0.769796705,0.748964298,0.685679154,0.598873213,1.053889349,1.295942897,1.089198518,1.275918714,1.044599575,1.276066649,1.315220215,1.226316763,1.178003487,1.420133328,1.092513782,1.168570693,1.218252792,1.423674608,1.027094878,1.237936649,1.172371693,1.29409339,1.138397257,1.031917435,0.866069517,0.69842278,0.924008908,0.806584973,0.833543708,0.857382518,0.772424417,0.841277602,0.89846504,0.841277602
hsa-miR-128,0,0.71235237,1.498626596,2.352286258,0.057355338,0.817529998,0.797923406,9.848425248,1.742063262,0.141657701,0.272074063,0.18222471,0.05523807,2.67885544,15.42943061,0.976310087,0.970803017,0.57513281,0.263597591,2.211566344,1.355621102,2.96249401,0.620731495,0.676876188,1.186039633,1.400682879,0.392787825,0.450736986,11.17014495,0.036226324,5.915938146,4.301021889,0.80294677,4.130656817,5.456444906,0.889909809,2.274289967,0.248833471,0.085983711,1.009308047,1.255534811,1.868094277,2.266388932,0.605768496,0.117571168,3.399084633,0.626615689,2.794917296,0.925714685,0.435296711,1.555710409,1,0.66989845,1.291755372,0.036404163,0.341952494,0.468979644,0.622350137,0.755982967,0.676435162,2.640211264,0.948731375,0.561090501,0.063371652,1.006465211,0.791805661,1.792033776,2.668789306,0.881579841,7.367609862,1.551448828,0.215508687,0.606418326,0.199354219,1.634024892,0.946404986,0.352468855,0.960293366,6.436547561,0.35211534,1.915743309,1.286125756,11.12000313,0.186555831,0.386080674,2.458759809,14.31797871,1.187202907,2.211810557,0.104138244,0.303727918,5.796648659,1.385833763,1.070783165,0.674645164,0.922602482,0.558123415,0.850969861,0.836395268,0.949089898,0.71886399,0.596883704,1.00311481,0.728190433,0.542273333,0.999988583,1.569789893,1.589010879,0.901613721,0.922602482,0.957684417,1.08413231,1.412284627,1.087110399,0.775994362,0.931071862,3.133247394,0.966741169,1.004752552,1.012999797,1.100724624,1.104166273,0.907049374,1.012052189,0.983843829,0.944685359,0.995571726,0.967915063,0.92085949,1.292868567,1.15530088,1.292868567,0.827929905,0.990363394,0.827929905,0.816819781,1.104620351,0.749450473,1.417711915,1.435376882,1.091148793,1.089229611,1.304641968,1.170954883,0.992471011,0.973299802,0.889654689,0.694042342,1.014628283,1.221520568,1.410571923,0.944427139,0.700862142,0.65053606,1.648545292,0.968976805,1.154653073,0.979242995,0.94189778,1.351666256,0.81545239,1.464675089,1.751155933,1.843900022,1.374795597,1.413384784,1.176495297,1.044884924,0.869718956,1.390869647,0.589426874,0.628936171,0.630966067,1.042197366,1.016566047,1.042197366
hsa-miR-9,0,0.692240386,1.500276778,1.738496843,0.078275539,0.734693751,0.805481866,10.42584107,1.698546305,0.193524152,0.258625442,0.173625247,0.056587727,2.797364321,21.87466667,0.783032848,0.64080522,0.389572796,0.347045801,1.355308985,1.2972979,3.32963573,0.481483852,0.887095754,1.00582474,1.097763717,0.346787383,0.281797867,12.55949805,0.044228059,4.183675559,2.807769742,0.539818214,4.063035743,6.146249023,1.41513026,2.202939701,0.23842488,0.044983709,1.474931159,1.533670874,2.986973698,1.138909309,0.653586647,0.166198184,3.366200662,0.659240731,2.252514749,1.080992446,0.328290832,1.244417945,0.829406826,0.460810201,0.915853921,0.03048017,0.231096457,1.011452027,0.840500941,1,0.934023616,3.476118589,0.930387623,0.72378847,0.062345196,0.811233578,0.496136149,1.62918293,2.550043004,0.872621306,7.830428943,1.179385541,0.101746895,0.773642849,0.277255873,1.902177264,0.730726136,0.28735669,0.413715105,11.93447943,0.760774707,3.030598121,1.1678443,9.88441319,0.074842048,0.665288158,2.463190961,17.48676517,1.089054683,2.126235736,0.128826194,0.433019601,6.020656883,0.973549363,0.973589976,1.214107146,0.676416428,0.901091593,1.183844065,1.002728851,1.868497932,1.44277979,1.226282426,3.661921009,1.369533732,1.363209962,0.943295071,1.570666887,1.416473368,0.721477495,0.676416428,0.986076177,0.823777878,0.94173802,0.890768545,1.283463996,1.265978703,2.958937287,0.589886553,1.184924367,0.966394754,0.82197408,0.892079638,1.219614959,0.709677047,1.046462724,1.109506463,1.285837937,0.728785556,0.677286471,0.74937943,0.635994427,0.74937943,0.908770556,0.717085572,0.908770556,1.233281297,2.784994723,1.550469671,1.28075582,1.386047068,1.536387069,0.985967982,1.208290802,1.052625951,1.321196861,1.512646812,1.193937281,0.928956107,1.273858611,1.937008675,1.329407165,1.295619068,1.207761435,1.167678047,1.411791717,1.038758034,1.542262759,1.418408388,1.220122607,0.834029927,0.780562122,1.389581081,1.338512787,1.375737224,1.01356561,0.678430434,1.035486419,0.75146931,0.66953594,0.699100597,0.989809293,0.716979896,0.754493321,0.748270162,0.729358665,0.748270162
hsa-miR-129-5p,1,0.690990915,1.289001616,3.004749657,0.073764962,1.045136346,1.479152203,12.75236969,1.446859135,0.145057134,0.283972237,0.199885547,0.072851343,2.192548812,27.22306137,0.805860653,0.552300367,0.397219131,0.270149193,1.717033829,1.67946911,3.164783261,0.583998576,0.794778754,1.175732283,1.347272038,0.429729541,0.543066323,10.25889887,0.043552316,5.461424322,4.78384611,0.655738236,5.652756972,5.110952539,1.089783227,3.303073321,0.332929199,0.040960563,1.179490147,2.828411426,4.710102872,1.410257387,0.980962211,0.046490011,4.135863896,0.726765215,2.191446402,1.255532523,0.602848276,1.21867867,1.238732451,0.837716732,1.066270265,0.055090415,0.230441276,0.769756669,0.579658118,1.173957589,1.107165223,2.631915805,0.977705341,0.860439549,0.051923249,0.777440099,0.433227212,2.145972522,3.728410336,0.678013262,4.478151821,0.711423757,0.101227952,0.638814553,0.250534558,3.586789624,0.648950908,0.349006543,0.349721962,10.22444233,0.861824521,3.826022358,1.277383667,20.0014762,0.082816071,0.490785371,2.965773991,20.31063911,0.772393526,1.835228297,0.092210216,0.254987794,6.062220123,0.840787686,0.832378137,1.431934668,0.797959996,1.355590982,1.432051431,1.449298055,1.191826003,1.337967789,1.385065892,1.422701034,1.176856233,1.475313426,1.045377018,1.513770556,1.376913559,0.805742517,0.797959996,1.138414096,1.160720115,1.101663288,1.130605082,1.441787677,1.505929904,0.904837156,0.916980654,0.894494445,0.758388495,0.936202882,1.048573647,0.804637272,0.732894793,0.517175726,0.514678886,0.572732329,2.149222068,1.431293093,0.75807774,0.664815985,0.75807774,1.057123638,0.877158739,1.057123638,0.803929332,1.048507376,1.094979103,0.786838491,0.708718705,0.799187395,1.140552699,1.513164016,1.381377416,1.119008936,1.147941533,0.997448939,1.225258712,0.581112254,0.635845773,1.122526801,1.122014216,1.394227983,1.188570544,1.03492275,1.095530058,1.141602885,1.258032683,1.390382517,2.085964421,1.333435581,0.64854104,0.591656384,0.6740196,1.296417591,1.010033655,0.922346128,0.795526918,1.357474089,0.936758854,1.301950178,1.276216542,1.154263676,0.934733223,1.079676062,0.934733223
hsa-miR-106a,1,0.690584432,1.095589149,1.942193489,0.131853411,0.647504078,0.825026762,9.05713507,1.559579807,0.108722723,0.246240381,0.102595601,0.075177745,2.428794335,26.44345664,1.389648346,0.903884681,0.375656345,0.233121931,1.937063939,1.469927303,2.138660874,0.577328076,0.492918532,0.663789544,1.21766337,0.338106117,0.361587847,6.709919831,0.031536524,4.554763154,5.965912667,0.535175549,4.180687257,4.590072545,1.132381236,2.749713954,0.238080058,0.030723773,0.958026395,0.990122883,3.098741339,1.63032372,0.611531844,0.040492835,2.964580279,0.586388138,1.475064335,1.17289099,0.884148796,1.009807377,1.279493181,0.645481504,1.007328089,0.016499751,0.206982317,0.573475506,0.69612739,1.245496105,0.788174491,3.446522934,1,0.596309636,0.036657561,0.51345028,0.463365904,1.594216636,2.368906633,0.655617986,5.694115453,1.837237157,0.167664359,0.513696354,0.166415399,2.533600602,0.593996652,0.290914599,0.815621016,12.91416159,0.737229065,2.821087655,0.825552569,12.90060064,0.117698428,0.330454878,2.866962385,7.277929694,0.707190539,2.22080266,0.198036469,0.482159739,5.437799244,0.862286576,0.706385841,0.697471625,0.83759586,0.969648079,0.905450903,0.82706985,0.794792558,0.957849721,0.933011723,1.335378869,1.427848924,1.447587854,0.884845627,0.9339582,0.775190007,0.916712685,0.83759586,0.86150387,0.851817117,0.821583258,0.909039666,0.875245666,1.004490963,0.969076737,2.507271744,0.851060542,0.951304857,1.117019483,1.052662399,0.826563226,1.014264045,1.001471973,0.852667098,0.872370744,0.837532644,0.907457034,4.847480814,1.981500319,4.847480814,1.471277628,0.766391208,1.471277628,0.718103987,0.681739245,0.300603128,0.565257168,1.181793696,0.914437954,0.838646891,0.675414799,0.72112216,0.867107526,0.771662684,1.092345145,0.892012125,1.883835338,1.123194144,0.762179672,0.794865095,0.768125848,0.823666673,0.918176312,1.029103486,0.92926212,0.907580195,0.828065091,0.853771761,0.75703985,2.233560323,2.046948519,1.899855878,0.96047099,0.834931967,0.799362631,1.011442308,0.818848635,0.882095461,0.797998691,0.624599226,0.849982278,0.969609993,1.379246486,0.969609993
hsa-let-7e*,0,0.681154713,0.896321933,2.451982924,0.082924821,0.776844087,0.925066146,13.00227306,2.38849868,0.140435796,0.29331509,0.21374602,0.071540261,3.844989179,20.14585289,0.96525202,0.753092694,0.602747393,0.348242529,1.808951979,1.650437323,3.036954781,0.831244728,0.797741563,1.208995838,1.447603229,0.423081253,0.578263873,11.86284972,0.045078468,6.496665594,4.196957486,0.604765202,5.045737897,5.312231361,1,3.071653812,0.265662328,0.052803658,1.193153059,1.843189598,3.298052519,2.576764845,0.709397377,0.059275814,4.987504762,0.727698403,2.554118184,1.546394702,0.521391466,1.501678512,1.490304278,0.548479804,1.948533332,0.033278643,0.291405071,0.733302657,0.649353018,1.349219949,0.930470626,3.384446892,1.170942703,0.807075755,0.044788622,0.800150246,0.613567206,1.560697486,2.884281392,0.866926534,4.414283602,0.639383776,0.132156973,0.682897887,0.230026971,3.120496958,0.969403895,0.359576203,1.670508524,11.51888945,0.698353957,3.476580478,0.987158177,12.95082365,0.152890904,0.389374339,3.8059564,12.91623388,0.986629418,2.571326188,0.209557289,0.548937128,7.759100792,1.117282779,1.181034096,1.00704571,1.129194339,0.697076044,0.852177793,0.931955054,0.9963273,1.081834418,1.003559541,1.053382759,0.74601047,0.93663579,1.012426179,0.878778995,1.039893782,1.037691982,1.129194339,1.037881509,1.145111065,1.128363969,1.468488862,1.20862987,1.099880792,1.408318793,1.56200219,1.519836644,1.764981337,1.021235863,1.104946581,1.182667818,1.735269849,0.802638457,0.736190161,0.682371639,1.037681067,0.997412622,2.307496259,1.998837836,2.307496259,1.183600862,1.072349459,1.183600862,0.932835458,0.838397415,0.857312241,0.896965978,0.835313233,0.776903134,1.131079533,1.098489288,1.206363268,0.997594015,1.023793418,0.746757274,0.539766164,1.010612885,0.884575894,1.121461253,1.014679572,1.063357986,1.164160915,1.114938786,0.961196606,1.016724704,1.093262068,1.139737228,0.962210607,0.944990609,0.703193135,0.87401888,0.914320462,1.151583037,1.237526381,1.174269554,1.426905219,1.047819721,1.446005403,1.195707613,1.339171709,1.352589055,1.140538725,1.264279243,1.140538725
